1.084545801209062255e+01, 1.073771650622851936e+01, 1.073771650622851936e+01, 1.073771650622851936e+01, 1.073771650622851936e+01, 1.073771650622851936e+01, 1.068618252099367538e+01, 1.068618252099367538e+01, 1.068618252099367538e+01, 1.068618252099367538e+01, 1.047421766470587379e+01, 1.036972622239151143e+01, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00, 3.125505349409694933e+00
3.129901606758643151e+00, 3.129901606758643151e+00, 3.129901606758643151e+00, 3.129901606758643151e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.124156849238350464e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.082285617437913849e+00, 3.074424830922250607e+00
1.070642871645318905e+01, 1.070642871645318905e+01, 1.058420869566596068e+01, 8.166459608065052223e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 6.224010995300289117e+00, 5.883829451985700842e+00, 3.151070001628198280e+00, 3.151070001628198280e+00, 3.115447221017984436e+00, 3.115447221017984436e+00, 3.115447221017984436e+00, 3.115447221017984436e+00, 3.115447221017984436e+00, 3.115447221017984436e+00, 3.115447221017984436e+00
5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.373121380226356436e+00, 5.282541514468551469e+00, 5.282541514468551469e+00, 5.282541514468551469e+00, 3.424671658364645932e+00, 3.424671658364645932e+00, 3.424671658364645932e+00, 3.424671658364645932e+00, 3.133377717670916773e+00, 3.133377717670916773e+00, 3.133377717670916773e+00, 3.133377717670916773e+00, 3.133377717670916773e+00, 3.105736682889531419e+00, 3.105736682889531419e+00, 3.105736682889531419e+00, 3.105736682889531419e+00, 3.105736682889531419e+00
6.879629210559983221e+00, 6.879629210559983221e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00, 3.196261870557337126e+00
1.100705738149013868e+01, 1.100431120230931548e+01, 1.076506958243738410e+01, 1.076506958243738410e+01, 1.076506958243738410e+01, 6.467762415124098219e+00, 6.467762415124098219e+00, 6.378679249196027357e+00, 6.378679249196027357e+00, 6.378679249196027357e+00, 6.378679249196027357e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 5.881651493196369707e+00, 4.348117234768375639e+00
1.060559598536310233e+01, 1.060559598536310233e+01, 1.060559598536310233e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 1.045485732564675097e+01, 9.038701484751550552e+00, 7.273799143022962710e+00, 7.273799143022962710e+00, 5.909628488004194935e+00, 5.909628488004194935e+00, 5.909628488004194935e+00, 5.909628488004194935e+00, 5.909628488004194935e+00
9.892800317307488100e+00, 7.463815474382853310e+00, 7.463815474382853310e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 5.916659231220999793e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00, 2.759852327527956284e+00
1.100398134901978153e+01, 1.100398134901978153e+01, 1.099931218009913891e+01, 1.099931218009913891e+01, 1.099923632672563301e+01, 1.099439896938441485e+01, 1.099439896938441485e+01, 1.098637124964787404e+01, 1.098637124964787404e+01, 1.097380057712279466e+01, 1.087859384014883091e+01, 1.087859384014883091e+01, 1.087859384014883091e+01, 1.087859384014883091e+01, 1.078973601747523148e+01, 1.074750441620759034e+01, 1.074750441620759034e+01, 1.074750441620759034e+01, 1.074682255481069504e+01, 1.074682255481069504e+01, 1.074682255481069504e+01, 1.074682255481069504e+01, 1.074682255481069504e+01, 1.074682255481069504e+01, 1.074682255481069504e+01
1.035584974149108106e+01, 1.035584974149108106e+01, 1.035584974149108106e+01, 9.821398295698099190e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 6.442893130994065132e+00, 5.582289727465877149e+00, 5.582289727465877149e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 5.223214597814648030e+00, 3.351727581956412294e+00, 3.351727581956412294e+00, 3.143405610906007563e+00
