1.191752942464408171e+01, 1.013157031434512767e+01, 1.013157031434512767e+01, 1.013157031434512767e+01, 1.013157031434512767e+01, 9.659834708565583128e+00, 9.659834708565583128e+00, 9.659834708565583128e+00, 9.659834708565583128e+00, 9.659834708565583128e+00
1.172945767130688921e+01, 1.172945767130688921e+01, 1.172945767130688921e+01, 1.172945767130688921e+01, 1.112432579388970844e+01, 1.112432579388970844e+01, 1.112432579388970844e+01, 1.077288381976172715e+01, 1.077288381976172715e+01, 1.077288381976172715e+01
1.219659167125801247e+01, 1.219659167125801247e+01, 1.219659167125801247e+01, 1.219659167125801247e+01, 1.215938083915376033e+01, 1.215938083915376033e+01, 1.206848893219827445e+01, 1.206848893219827445e+01, 1.206848893219827445e+01, 1.110309704462919811e+01
1.195422922316344483e+01, 1.195422922316344483e+01, 1.193321443263729620e+01, 1.193321443263729620e+01, 1.172619823958489782e+01, 1.172619823958489782e+01, 1.091949384204133366e+01, 1.091949384204133366e+01, 1.091949384204133366e+01, 1.091949384204133366e+01
1.105587655134052838e+01, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00, 9.253162652177390868e+00
1.218258895272162690e+01, 1.218258895272162690e+01, 1.218258895272162690e+01, 1.218258895272162690e+01, 1.218258895272162690e+01, 1.150123237085352912e+01, 1.150123237085352912e+01, 1.040375874755319252e+01, 1.040375874755319252e+01, 1.040375874755319252e+01
1.176917941679620938e+01, 1.176917941679620938e+01, 1.165101688167147742e+01, 1.165101688167147742e+01, 1.153092639702082245e+01, 1.153092639702082245e+01, 1.153092639702082245e+01, 1.153092639702082245e+01, 1.114946305814532224e+01, 1.114097205567397531e+01
1.227699438010101574e+01, 1.227699438010101574e+01, 1.227699438010101574e+01, 1.227699438010101574e+01, 1.227699438010101574e+01, 1.193250904461334017e+01, 1.193250904461334017e+01, 1.193250904461334017e+01, 1.193250904461334017e+01, 1.193250904461334017e+01
1.195620237479730719e+01, 1.195620237479730719e+01, 1.180409390569280248e+01, 1.180409390569280248e+01, 1.178444311413856482e+01, 1.178444311413856482e+01, 1.178444311413856482e+01, 1.170809632401906697e+01, 1.170809632401906697e+01, 1.170809632401906697e+01
1.077050594403862149e+01, 1.077050594403862149e+01, 9.874847324904377999e+00, 9.526328028279831273e+00, 9.526328028279831273e+00, 9.526328028279831273e+00, 9.526328028279831273e+00, 9.526328028279831273e+00, 9.526328028279831273e+00, 9.526328028279831273e+00
