1.134320837152968764e+01, 1.101827671020937771e+01, 1.101827671020937771e+01, 1.101827671020937771e+01, 1.094523812874754043e+01, 1.055812184318914149e+01, 1.048014995439351438e+01, 1.048014995439351438e+01, 1.048014995439351438e+01, 1.048014995439351438e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01, 1.018537197043568909e+01
1.180728946104487243e+01, 1.180728946104487243e+01, 1.180728946104487243e+01, 1.177641491356676440e+01, 1.177641491356676440e+01, 1.177641491356676440e+01, 1.168267750754437451e+01, 1.168267750754437451e+01, 1.168267750754437451e+01, 1.138105041108229187e+01, 1.122078936840585506e+01, 1.116405860709271813e+01, 1.046923860327281375e+01, 1.009304120515016123e+01, 1.009304120515016123e+01, 1.009304120515016123e+01, 1.009304120515016123e+01, 9.250883279667165837e+00, 9.250883279667165837e+00, 9.250883279667165837e+00, 9.250883279667165837e+00, 9.250883279667165837e+00, 9.027748859482787935e+00, 9.027748859482787935e+00, 8.554055600731395259e+00
1.051910900748424638e+01, 1.051910900748424638e+01, 1.051910900748424638e+01, 1.048046565066834290e+01, 1.031350598923446960e+01, 1.025094816101401918e+01, 1.015043288363922791e+01, 1.015043288363922791e+01, 1.015043288363922791e+01, 1.015043288363922791e+01, 9.448468269877274395e+00, 9.448468269877274395e+00, 9.448468269877274395e+00, 9.448468269877274395e+00, 9.448468269877274395e+00, 9.448468269877274395e+00, 9.448468269877274395e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00, 8.934461037154823870e+00
1.313796233275621717e+01, 1.096603618352868281e+01, 1.096603618352868281e+01, 1.096603618352868281e+01, 1.096603618352868281e+01, 1.096603618352868281e+01, 1.094316266691703277e+01, 1.094316266691703277e+01, 1.039973241018492622e+01, 1.039973241018492622e+01, 1.033666375365090850e+01, 1.024813388049003748e+01, 1.024813388049003748e+01, 1.024813388049003748e+01, 1.024813388049003748e+01, 1.024813388049003748e+01, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00, 8.017144408456509552e+00
1.084779759162151080e+01, 1.043891132309186887e+01, 1.035237336260479601e+01, 1.034589372577237398e+01, 1.034589372577237398e+01, 1.015906691436785891e+01, 1.015906691436785891e+01, 1.015175856029707724e+01, 1.015175856029707724e+01, 1.015175856029707724e+01, 1.007273835807258777e+01, 1.007273835807258777e+01, 9.593625814818338426e+00, 9.177190944263253769e+00, 8.639105355449366641e+00, 8.639105355449366641e+00, 8.639105355449366641e+00, 8.051739959696547544e+00, 7.777693401281084107e+00, 7.777693401281084107e+00, 7.777693401281084107e+00, 7.777693401281084107e+00, 5.527457737991236186e+00, 5.527457737991236186e+00, 5.527457737991236186e+00
5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00, 5.384988578359804379e+00
1.023327707277751664e+01, 1.023327707277751664e+01, 1.023327707277751664e+01, 1.023327707277751664e+01, 1.023327707277751664e+01, 1.023327707277751664e+01, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00, 9.694309562284287196e+00
1.163168602515016836e+01, 1.163168602515016836e+01, 1.163168602515016836e+01, 1.088629768415531274e+01, 1.088629768415531274e+01, 1.088629768415531274e+01, 1.088629768415531274e+01, 1.088629768415531274e+01, 1.081925931968393684e+01, 1.081925931968393684e+01, 1.081925931968393684e+01, 1.076250052841313831e+01, 1.047535058394138474e+01, 1.047535058394138474e+01, 1.047535058394138474e+01, 1.047535058394138474e+01, 1.047535058394138474e+01, 1.047535058394138474e+01, 1.031973800691673837e+01, 1.031973800691673837e+01, 1.031973800691673837e+01, 1.031973800691673837e+01, 1.031973800691673837e+01, 1.031973800691673837e+01, 1.031973800691673837e+01
1.150382497062055087e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.107141145012584360e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 1.019817385692884848e+01, 9.784308078427056188e+00
1.012777033065334820e+01, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.677869249328219681e+00, 9.593559767992793752e+00, 9.386172822448830999e+00, 9.386172822448830999e+00, 9.386172822448830999e+00, 9.386172822448830999e+00, 9.386172822448830999e+00, 9.386172822448830999e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 8.554284186626400555e+00, 4.949641478499806624e+00, 4.949641478499806624e+00, 4.949641478499806624e+00
